Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
Other	Other_0009	ESTBATLIFE - Improving the Pond Bat (Myotis dasycneme) habitats in Estonia	LIFE16 NAT/EE/000710	2017	https://elfond.ee/bats/the-project	Estonia	Palearctic	2017-2021	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Myotis dasycneme	Subterranean habitat change	Mining	Education	Education	Involve volunteers, private companies and local communities in cleaning the caves and their surroundings, especially the swarming areasthe pond bat and its protected areas; raise public awareness internationally, nationally and locally – to influence local inhabitants’ attitudes towards safeguarding bat populations, as well as to improve the understanding of current nature conservation issues, species of EU importance and the Natura 2000 network; promote the replication of project results at national and international scales and share and gain knowledge regarding habitat requirements and the ecology of boreal pond bat population; and Use high-resolution online bat cameras and 3D images, and organise attractive exhibitions for the general public.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0009	ESTBATLIFE - Improving the Pond Bat (Myotis dasycneme) habitats in Estonia	LIFE16 NAT/EE/000710	2017	https://elfond.ee/bats/the-project	Estonia	Palearctic	2017-2021	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Myotis dasycneme	Visitors	NA	Education	Education	Involve volunteers, private companies and local communities in cleaning the caves and their surroundings, especially the swarming areasthe pond bat and its protected areas; raise public awareness internationally, nationally and locally – to influence local inhabitants’ attitudes towards safeguarding bat populations, as well as to improve the understanding of current nature conservation issues, species of EU importance and the Natura 2000 network; promote the replication of project results at national and international scales and share and gain knowledge regarding habitat requirements and the ecology of boreal pond bat population; and Use high-resolution online bat cameras and 3D images, and organise attractive exhibitions for the general public.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0010	LIFEPH8310SN2000CNB - LIFE Preserving of the Habitat 8310 from the Site Natura 2000 Cheile Nerei Beusnita 	LIFE13 NAT/RO/001488	2013	http://salvatipesterile.ro/	Romania	Palearctic	2014-2021	Terrestrial	Cave	NA	Not specific	Not specific	Not specific	Pollution	NA	Restoration	Habitat restoration	Reopening of the blocked entrances of the caves and potholes; graffiti cleaning of the walls; location of the gratings protection of vulnerable cavities.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0010	LIFEPH8310SN2000CNB - LIFE Preserving of the Habitat 8310 from the Site Natura 2000 Cheile Nerei Beusnita 	LIFE13 NAT/RO/001488	2013	http://salvatipesterile.ro/	Romania	Palearctic	2014-2021	Terrestrial	Cave	NA	Not specific	Not specific	Not specific	Visitors	NA	Restoration	Habitat restoration	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0011	Conservation of the cave fauna of Greece - MAVA foundation and WWF Greece.	NA	2016	https://doi.org/10.3897/aca.1.e29843	Greece	Palearctic	2016-2018	Terrestrial	Cave	NA	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Subterranean habitat change	NA	Monitoring	Monitoring	Set up of taxonomic and distributional database [Cave Fauna of Greece (CFG) Database (https://database.inspee.gr/)]	no	NA	NA	NA	NA	NA	NA	NA	NA	Neutral	NA	NA	NA	-	?	Mammola
Other	Other_0011	Conservation of the cave fauna of Greece - MAVA foundation and WWF Greece.	NA	2016	https://doi.org/10.3897/aca.1.e29843	Greece	Palearctic	2016-2018	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Subterranean habitat change	NA	Monitoring	Monitoring	Set up of taxonomic and distributional database [Cave Fauna of Greece (CFG) Database (https://database.inspee.gr/)]	no	NA	NA	NA	NA	NA	NA	NA	NA	Neutral	NA	NA	NA	-	?	Mammola
Other	Other_0012	Field trial of a probiotic bacteria to protect bats from white-nose syndrome	Scientific Reports	2019	https://doi.org/10.1038/s41598-019-45453-z	Wisconsin, USA	Nearctic	2014-2016	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Myotis lucifugus	Pathogen	White-Nose Disease	Restoration	Decontamination	Treatment of bats within a cage in the mine with a probiotic treatment (Pseudomonas fluorescens) to reduce impacts of white-nose syndrome	yes	Disease Severity	Abundance	Post treatement	GLM	z	0,23	NA	30	Neutral	0,82	0,04	converted	-	Meierhofer	Mammola
Other	Other_0012	Field trial of a probiotic bacteria to protect bats from white-nose syndrome	Scientific Reports	2019	https://doi.org/10.1038/s41598-019-45453-z	Wisconsin, USA	Nearctic	2014-2016	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Myotis lucifugus	Pathogen	White-Nose Disease	Restoration	Decontamination	Treat free-flying bats with Pseudomonas fluorescens to reduce impacts of white-nose syndrome	yes	Survival	Survival	Post treatement	GLM	z	1,90	NA	25,00	Positive	0,03	0,37	converted	-	Meierhofer	Mammola
Other	Other_0012	Field trial of a probiotic bacteria to protect bats from white-nose syndrome	Scientific Reports	2019	https://doi.org/10.1038/s41598-019-45453-z	Wisconsin, USA	Nearctic	2014-2016	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Myotis lucifugus	Pathogen	White-Nose Disease	Restoration	Decontamination	Treatment of bats within a cage in the mine with a probiotic treatment (Pseudomonas fluorescens) to reduce impacts of white-nose syndrome	yes	Fungal Loads	Abundance	Post treatement	GLM	z	NA	NA	30,00	Neutral	0,77	NA	not convertible	-	Meierhofer	Mammola
Other	Other_0012	Field trial of a probiotic bacteria to protect bats from white-nose syndrome	Scientific Reports	2019	https://doi.org/10.1038/s41598-019-45453-z	Wisconsin, USA	Nearctic	2014-2016	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Myotis lucifugus	Pathogen	White-Nose Disease	Restoration	Decontamination	Treatment of bats within a cage in the mine with a probiotic treatment (Pseudomonas fluorescens) to reduce impacts of white-nose syndrome	yes	Survival	Survival	Post treatement	GLM	z	NA	NA	30,00	Positive	0,01	NA	not convertible	list intercept and p value for the treatment coefficient (p = 0.68)	Meierhofer	Mammola
Other	Other_0013	ABERCROMBIE CAVE. Plan of Management	Ernst Holland and Richard Papis Publishers.Report. https://www.dpie.nsw.gov.au/	1993	https://www.environment.nsw.gov.au/research-and-publications/publications-search/abercrombie-caves-plan-of-management	Australia	Australasian	NA	Terrestrial	Cave	Abercrombie Caves, part of the Jenolan Caves Reserve	Bats	Mammalia: Chiroptera	Miniopterus schreibersii blepotis	Visitors	NA	Protection	Protected area	Any new buildings, roads and tracks be sited so as not to interfere with the surface drainage, hydrology or meteorology of the karst. Co-operation will be sought with neighbours to minimise pollution and achieve total catchment management. Particular attention will be paid to the use of toxic pesticides and the disposal of toxic wastes.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0013	ABERCROMBIE CAVE. Plan of Management	Ernst Holland and Richard Papis Publishers.Report. https://www.dpie.nsw.gov.au/	1993	https://www.environment.nsw.gov.au/research-and-publications/publications-search/abercrombie-caves-plan-of-management	Australia	Australasian	NA	Terrestrial	Cave	Abercrombie Caves, part of the Jenolan Caves Reserve	Arthropoda	Arachnida	Badumna socialis	Visitors	NA	Protection	Protected area	Any new buildings, roads and tracks be sited so as not to interfere with the surface drainage, hydrology or meteorology of the karst. Co-operation will be sought with neighbours to minimise pollution and achieve total catchment management. Particular attention will be paid to the use of toxic pesticides and the disposal of toxic wastes.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0014	Jenolan Karst Conservation Reserve. Management Plan	State of NSW and Office of Environment and Heritage	2019	https://bmnature.info/docs/documents/jenolan-karst-conservation-reserve-plan-management-190099.pdf	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Cave Shawl Web Spider (Badumna socialis)	Visitors	Recreational use, research, management operations and installation of cave infrastructure have the potential to damage fragile karst environments and require careful management. 	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0014	Jenolan Karst Conservation Reserve. Management Plan	State of NSW and Office of Environment and Heritage	2019	https://bmnature.info/docs/documents/jenolan-karst-conservation-reserve-plan-management-190099.pdf	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Cave Shawl Web Spider (Badumna socialis)	Pollution	The quality and composition of water entering subterranean karst environments has direct impacts on cave biota and cave-forming processes. Their maintenance is dependent on biological and chemical processes influenced by the extent of surface vegetation cover and natural water infiltration and drainage. Chemical spills, sewage overflow, the use of pesticides and herbicides, oil leaks and other forms of surface pollution have the potential to alter natural biological and chemical processes, adversely impacting on speleothem growth and subterranean ecosystems	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	?	Mammola
Other	Other_0015	Invertebrate Cave Fauna of Jenolan (cited in Jenolan Karst Conservation Reserve, Management Plan, 2019)	Proceedings of the Linnean Society of New South Wales	2014	https://openjournals.library.sydney.edu.au/index.php/LIN/article/viewFile/7635/7934	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Sathrochthonius tuena ; Pseudotyrannochthonius jonesi	Visitors	Recreational use, research, management operations and installation of cave infrastructure have the potential to damage fragile karst environments and require careful management. 	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	?	Mammola
Other	Other_0015	Invertebrate Cave Fauna of Jenolan (cited in Jenolan Karst Conservation Reserve, Management Plan, 2019)	Proceedings of the Linnean Society of New South Wales	2014	https://openjournals.library.sydney.edu.au/index.php/LIN/article/viewFile/7635/7934	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Sathrochthonius tuena ; Pseudotyrannochthonius jonesi	Pollution	The quality and composition of water entering subterranean karst environments has direct impacts on cave biota and cave-forming processes. Their maintenance is dependent on biological and chemical processes influenced by the extent of surface vegetation cover and natural water infiltration and drainage. Chemical spills, sewage overflow, the use of pesticides and herbicides, oil leaks and other forms of surface pollution have the potential to alter natural biological and chemical processes, adversely impacting on speleothem growth and subterranean ecosystems	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	?	Mammola
Other	Other_0015	Invertebrate Cave Fauna of Jenolan (cited in Jenolan Karst Conservation Reserve, Management Plan, 2019)	Proceedings of the Linnean Society of New South Wales	2014	https://openjournals.library.sydney.edu.au/index.php/LIN/article/viewFile/7635/7934	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Stiphidion facetum ; Laetesia weburdi ; Cryptachaea gigantipes	Visitors	Recreational use, research, management operations and installation of cave infrastructure have the potential to damage fragile karst environments and require careful management. 	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	?	Mammola
Other	Other_0015	Invertebrate Cave Fauna of Jenolan (cited in Jenolan Karst Conservation Reserve, Management Plan, 2019)	Proceedings of the Linnean Society of New South Wales	2014	https://openjournals.library.sydney.edu.au/index.php/LIN/article/viewFile/7635/7934	Australia, NSW	Australasian	1930-2014	Terrestrial	Cave	Jennolan Cave	Arthropoda	Arachnida	Stiphidion facetum ; Laetesia weburdi ; Cryptachaea gigantipes	Pollution	The quality and composition of water entering subterranean karst environments has direct impacts on cave biota and cave-forming processes. Their maintenance is dependent on biological and chemical processes influenced by the extent of surface vegetation cover and natural water infiltration and drainage. Chemical spills, sewage overflow, the use of pesticides and herbicides, oil leaks and other forms of surface pollution have the potential to alter natural biological and chemical processes, adversely impacting on speleothem growth and subterranean ecosystems	Protection	Protected area	Original reservation of the Jenolan Caves site occurred in 1866 for the ‘preservation of caves’. Immediately prior to reservation under the National Parks and Wildlife Act 1974 it was land managed under the Crown Lands Act 1989. The 2009 addition was land managed by Forestry Corporation of NSW within Jenolan State Forest. The 2012 addition was Crown land managed under the Crown Lands Act.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	?	Mammola
